internalId,dorsal,category,heatName,heatTime,heatDay,name1,email1,contact1,name2,email2,contact2,name3,email3,contact3,name4,email4,contact4
P133002,1940-2,Hybrid Pro Doubles Mixed,adolescent turret,19:40,2025-03-13,Colton Harris,jose.filipe.chavarria+colton.harris@gmail.com.com,1-799-615-2527 x32924,Anna Franey,jose.filipe.chavarria+anna.franey@gmail.com.com,928.982.8559,,,,,,
P133003,1940-3,Hybrid Doubles Women,adolescent turret,19:40,2025-03-13,Marisa Schamberger,jose.filipe.chavarria+marisa.schamberger@gmail.com.com,342.717.5770 x69537,Bertha Little,jose.filipe.chavarria+bertha.little@gmail.com.com,(965) 510-5237,,,,,,
S133004,1940-4,Hybrid Pro Women,adolescent turret,19:40,2025-03-13,Muhammad Tillman,jose.filipe.chavarria+muhammad.tillman@gmail.com.com,1-636-983-0912 x85618,,,,,,,,,
P133005,1940-5,Hybrid Pro Doubles Mixed,adolescent turret,19:40,2025-03-13,Jarred Gibson,jose.filipe.chavarria+jarred.gibson@gmail.com.com,1-576-855-4568 x99195,Madaline Anderson,jose.filipe.chavarria+madaline.anderson@gmail.com.com,840.401.4455 x99758,,,,,,
R134000,2000-0,Hybrid Team Relay,clean violin,20:00,2025-03-13,Hal Mayert,jose.filipe.chavarria+hal.mayert@gmail.com.com,748.905.9483,Emmanuel Mante,jose.filipe.chavarria+emmanuel.mante@gmail.com.com,(651) 612-1961 x95627,Gerald Sanford,jose.filipe.chavarria+gerald.sanford@gmail.com.com,1-404-884-0102 x28918,Cassandre Erdman,jose.filipe.chavarria+cassandre.erdman@gmail.com.com,650.413.4101
S134001,2000-1,Hybrid Pro Men,clean violin,20:00,2025-03-13,Gust Cremin,jose.filipe.chavarria+gust.cremin@gmail.com.com,1-351-708-7591 x451,,,,,,,,,
P134002,2000-2,Hybrid Pro Doubles Women,clean violin,20:00,2025-03-13,Bonnie Hagenes,jose.filipe.chavarria+bonnie.hagenes@gmail.com.com,1-315-263-3776,Hallie Homenick,jose.filipe.chavarria+hallie.homenick@gmail.com.com,861-435-5058,,,,,,
R134003,2000-3,Hybrid Team Relay,clean violin,20:00,2025-03-13,Adelia Block,jose.filipe.chavarria+adelia.block@gmail.com.com,(225) 634-0172,Jamey Gibson,jose.filipe.chavarria+jamey.gibson@gmail.com.com,(628) 679-9366 x734,Green Jakubowski,jose.filipe.chavarria+green.jakubowski@gmail.com.com,601.842.6217 x9568,Tanya Herzog,jose.filipe.chavarria+tanya.herzog@gmail.com.com,803.869.0877 x711
R134004,2000-4,Hybrid Team Relay,clean violin,20:00,2025-03-13,Odell Kertzmann,jose.filipe.chavarria+odell.kertzmann@gmail.com.com,1-498-291-3240 x772,Kadin Dibbert-Powlowski,jose.filipe.chavarria+kadin.dibbert-powlowski@gmail.com.com,912.773.6826 x8798,Griffin Kihn-Mann,jose.filipe.chavarria+griffin.kihn-mann@gmail.com.com,1-616-570-9091 x28905,Kevon Hagenes,jose.filipe.chavarria+kevon.hagenes@gmail.com.com,1-485-437-8540 x0245
R134005,2000-5,Hybrid Pro Team Relay,clean violin,20:00,2025-03-13,Nya Balistreri,jose.filipe.chavarria+nya.balistreri@gmail.com.com,1-867-839-1764 x04598,Muhammad Fahey,jose.filipe.chavarria+muhammad.fahey@gmail.com.com,(682) 253-1892 x8596,Sebastian Raynor,jose.filipe.chavarria+sebastian.raynor@gmail.com.com,1-552-759-9747 x008,Pearlie Douglas,jose.filipe.chavarria+pearlie.douglas@gmail.com.com,(876) 982-9609 x1469
P134006,2000-6,Hybrid Pro Doubles Mixed,clean violin,20:00,2025-03-13,Katherine Jakubowski,jose.filipe.chavarria+katherine.jakubowski@gmail.com.com,1-370-695-6066 x755,Augusta O'Hara,jose.filipe.chavarria+augusta.o'hara@gmail.com.com,878.649.0255,,,,,,
P135000,2020-0,Hybrid Pro Doubles Men,creamy metabolite,20:20,2025-03-13,Jane Jakubowski,jose.filipe.chavarria+jane.jakubowski@gmail.com.com,1-776-236-3326,Suzanne Kilback,jose.filipe.chavarria+suzanne.kilback@gmail.com.com,553-990-6187 x64028,,,,,,
R135001,2020-1,Hybrid Pro Team Relay,creamy metabolite,20:20,2025-03-13,Kassandra O'Connell,jose.filipe.chavarria+kassandra.o'connell@gmail.com.com,(362) 203-0732 x959,Tevin Collins,jose.filipe.chavarria+tevin.collins@gmail.com.com,562.602.4418 x332,Kassandra Lockman,jose.filipe.chavarria+kassandra.lockman@gmail.com.com,(383) 776-7727 x4396,Frederique Daniel,jose.filipe.chavarria+frederique.daniel@gmail.com.com,202-239-1266
P135002,2020-2,Hybrid Pro Doubles Mixed,creamy metabolite,20:20,2025-03-13,Juliana Haag,jose.filipe.chavarria+juliana.haag@gmail.com.com,1-936-916-7889,Pasquale Swift,jose.filipe.chavarria+pasquale.swift@gmail.com.com,(207) 238-7579 x7467,,,,,,
P135003,2020-3,Hybrid Pro Doubles Men,creamy metabolite,20:20,2025-03-13,Shanon Dooley,jose.filipe.chavarria+shanon.dooley@gmail.com.com,(386) 604-5471,Meta Treutel,jose.filipe.chavarria+meta.treutel@gmail.com.com,271.371.4647 x6522,,,,,,
P135004,2020-4,Hybrid Pro Doubles Men,creamy metabolite,20:20,2025-03-13,Osbaldo Trantow,jose.filipe.chavarria+osbaldo.trantow@gmail.com.com,292.567.7605 x5393,Destiny Cassin,jose.filipe.chavarria+destiny.cassin@gmail.com.com,(331) 338-3246,,,,,,
R135005,2020-5,Hybrid Team Relay,creamy metabolite,20:20,2025-03-13,Reese Klocko,jose.filipe.chavarria+reese.klocko@gmail.com.com,(835) 280-0066 x933,Dawson Murphy-Kilback,jose.filipe.chavarria+dawson.murphy-kilback@gmail.com.com,1-887-903-4810 x9323,Vivian Hudson,jose.filipe.chavarria+vivian.hudson@gmail.com.com,219.977.1660 x359,Annabel Mitchell,jose.filipe.chavarria+annabel.mitchell@gmail.com.com,(265) 339-2734 x99521
P135006,2020-6,Hybrid Doubles Men,creamy metabolite,20:20,2025-03-13,Benjamin Lakin,jose.filipe.chavarria+benjamin.lakin@gmail.com.com,661-686-7833,Harmon Stokes,jose.filipe.chavarria+harmon.stokes@gmail.com.com,(694) 413-9319,,,,,,
P136000,2040-0,Hybrid Pro Doubles Men,each whack,20:40,2025-03-13,Dominique Turner,jose.filipe.chavarria+dominique.turner@gmail.com.com,1-695-499-8768 x989,Cortney Kerluke,jose.filipe.chavarria+cortney.kerluke@gmail.com.com,1-287-918-9325 x765,,,,,,
R136001,2040-1,Hybrid Pro Team Relay,each whack,20:40,2025-03-13,Amely Reilly,jose.filipe.chavarria+amely.reilly@gmail.com.com,866-782-9500,Geovanny Watsica,jose.filipe.chavarria+geovanny.watsica@gmail.com.com,224-750-9065 x9296,Reba Corkery,jose.filipe.chavarria+reba.corkery@gmail.com.com,548-923-2894 x58119,Nico Lind,jose.filipe.chavarria+nico.lind@gmail.com.com,1-315-297-2363 x094
P136002,2040-2,Hybrid Doubles Women,each whack,20:40,2025-03-13,Vernice Legros,jose.filipe.chavarria+vernice.legros@gmail.com.com,(678) 476-3368 x9884,Keenan Veum,jose.filipe.chavarria+keenan.veum@gmail.com.com,400.497.5616 x700,,,,,,
R136003,2040-3,Hybrid Team Relay,each whack,20:40,2025-03-13,Deion Walsh,jose.filipe.chavarria+deion.walsh@gmail.com.com,570.601.7118 x526,Rogers Donnelly,jose.filipe.chavarria+rogers.donnelly@gmail.com.com,795-473-3467,Americo Stokes,jose.filipe.chavarria+americo.stokes@gmail.com.com,1-851-502-9118,Rosalyn Cormier,jose.filipe.chavarria+rosalyn.cormier@gmail.com.com,1-623-663-4551
S136004,2040-4,Hybrid Pro Men,each whack,20:40,2025-03-13,Lazaro Auer,jose.filipe.chavarria+lazaro.auer@gmail.com.com,757-857-5958,,,,,,,,,
S136005,2040-5,Hybrid Women,each whack,20:40,2025-03-13,Natalia Schaefer,jose.filipe.chavarria+natalia.schaefer@gmail.com.com,373-238-4579 x7965,,,,,,,,,
S136006,2040-6,Hybrid Men,each whack,20:40,2025-03-13,Dolores Towne,jose.filipe.chavarria+dolores.towne@gmail.com.com,(430) 465-4351 x118,,,,,,,,,
P137000,2100-0,Hybrid Doubles Women,legal mythology,21:00,2025-03-13,Rachelle Farrell,jose.filipe.chavarria+rachelle.farrell@gmail.com.com,(370) 979-4828 x730,Leonor Kling,jose.filipe.chavarria+leonor.kling@gmail.com.com,(647) 243-0813,,,,,,
P137001,2100-1,Hybrid Pro Doubles Men,legal mythology,21:00,2025-03-13,Teagan Stark-Welch,jose.filipe.chavarria+teagan.stark-welch@gmail.com.com,1-957-263-2379 x4884,Leanna Hagenes,jose.filipe.chavarria+leanna.hagenes@gmail.com.com,521.553.0553 x2085,,,,,,
S137002,2100-2,Hybrid Pro Women,legal mythology,21:00,2025-03-13,Selmer Huel-Kuvalis,jose.filipe.chavarria+selmer.huel-kuvalis@gmail.com.com,(352) 957-4225 x3237,,,,,,,,,
S137003,2100-3,Hybrid Pro Women,legal mythology,21:00,2025-03-13,Lance McLaughlin,jose.filipe.chavarria+lance.mclaughlin@gmail.com.com,1-407-385-8282,,,,,,,,,
S137004,2100-4,Hybrid Pro Men,legal mythology,21:00,2025-03-13,Randy Lindgren,jose.filipe.chavarria+randy.lindgren@gmail.com.com,372-407-1685 x84795,,,,,,,,,
P137005,2100-5,Hybrid Doubles Men,legal mythology,21:00,2025-03-13,Shayna VonRueden,jose.filipe.chavarria+shayna.vonrueden@gmail.com.com,1-593-962-6324 x30347,Grover Davis,jose.filipe.chavarria+grover.davis@gmail.com.com,749-595-1117 x306,,,,,,
R137006,2100-6,Hybrid Pro Team Relay,legal mythology,21:00,2025-03-13,Carmel Wisozk,jose.filipe.chavarria+carmel.wisozk@gmail.com.com,725.937.8413,Elian Collins,jose.filipe.chavarria+elian.collins@gmail.com.com,381.658.8089 x44378,Wilburn Hessel,jose.filipe.chavarria+wilburn.hessel@gmail.com.com,799.654.8785,Mario Kulas,jose.filipe.chavarria+mario.kulas@gmail.com.com,431-632-4529 x0234
R138000,2120-0,Hybrid Pro Team Relay,uniform alert,21:20,2025-03-13,Adela Dooley,jose.filipe.chavarria+adela.dooley@gmail.com.com,(844) 998-3815 x58536,Dominic Larson,jose.filipe.chavarria+dominic.larson@gmail.com.com,1-547-428-1814 x42135,Kaylin Mante,jose.filipe.chavarria+kaylin.mante@gmail.com.com,(909) 208-2554,Yazmin Marvin,jose.filipe.chavarria+yazmin.marvin@gmail.com.com,479.462.9408 x3251
P138001,2120-1,Hybrid Doubles Women,uniform alert,21:20,2025-03-13,Adolfo Streich,jose.filipe.chavarria+adolfo.streich@gmail.com.com,771.356.1577 x9664,Cathy Will,jose.filipe.chavarria+cathy.will@gmail.com.com,615-537-9813 x7640,,,,,,
P138002,2120-2,Hybrid Doubles Mixed,uniform alert,21:20,2025-03-13,Kirsten Kuhn,jose.filipe.chavarria+kirsten.kuhn@gmail.com.com,1-531-822-7566 x168,Hettie Connelly,jose.filipe.chavarria+hettie.connelly@gmail.com.com,(986) 403-7850 x6868,,,,,,
R138003,2120-3,Hybrid Pro Team Relay,uniform alert,21:20,2025-03-13,Rose Auer,jose.filipe.chavarria+rose.auer@gmail.com.com,1-448-682-7891 x431,Kelton DuBuque,jose.filipe.chavarria+kelton.dubuque@gmail.com.com,570.290.4462 x1703,Casandra Ferry,jose.filipe.chavarria+casandra.ferry@gmail.com.com,1-414-730-8534 x2308,Melany Dibbert,jose.filipe.chavarria+melany.dibbert@gmail.com.com,722-624-0657 x876
P138004,2120-4,Hybrid Pro Doubles Mixed,uniform alert,21:20,2025-03-13,Gloria Rempel,jose.filipe.chavarria+gloria.rempel@gmail.com.com,970-576-0172 x01327,Daron Douglas,jose.filipe.chavarria+daron.douglas@gmail.com.com,733-747-9289,,,,,,
R138005,2120-5,Hybrid Team Relay,uniform alert,21:20,2025-03-13,Gilda Schuster,jose.filipe.chavarria+gilda.schuster@gmail.com.com,224-322-1808 x2124,Katlynn Kerluke,jose.filipe.chavarria+katlynn.kerluke@gmail.com.com,611.428.4939,Briana Miller,jose.filipe.chavarria+briana.miller@gmail.com.com,988.220.1433 x1443,Esther Jacobs,jose.filipe.chavarria+esther.jacobs@gmail.com.com,475.746.9262
P138006,2120-6,Hybrid Doubles Women,uniform alert,21:20,2025-03-13,Skye Reichel,jose.filipe.chavarria+skye.reichel@gmail.com.com,994-717-9252 x3070,Esteban Jerde,jose.filipe.chavarria+esteban.jerde@gmail.com.com,1-322-623-4047 x72913,,,,,,
S138007,2120-7,Hybrid Pro Men,uniform alert,21:20,2025-03-13,Cesar Hickle,jose.filipe.chavarria+cesar.hickle@gmail.com.com,(607) 913-3647 x887,,,,,,,,,
S139000,2140-0,Hybrid Pro Women,elderly underneath,21:40,2025-03-13,Estevan Hermann,jose.filipe.chavarria+estevan.hermann@gmail.com.com,569-520-2718 x20043,,,,,,,,,
R139001,2140-1,Hybrid Team Relay,elderly underneath,21:40,2025-03-13,Jimmy Walker,jose.filipe.chavarria+jimmy.walker@gmail.com.com,524-654-3648 x168,Elaina Weimann,jose.filipe.chavarria+elaina.weimann@gmail.com.com,972.287.4297,Destinee Kertzmann,jose.filipe.chavarria+destinee.kertzmann@gmail.com.com,456-322-9250 x4570,Jenifer Keeling,jose.filipe.chavarria+jenifer.keeling@gmail.com.com,352.443.9117
S139002,2140-2,Hybrid Men,elderly underneath,21:40,2025-03-13,Kim Hayes,jose.filipe.chavarria+kim.hayes@gmail.com.com,734-601-1018 x04627,,,,,,,,,
R139003,2140-3,Hybrid Pro Team Relay,elderly underneath,21:40,2025-03-13,Helmer Kreiger,jose.filipe.chavarria+helmer.kreiger@gmail.com.com,1-836-993-5159 x591,Dorian Turner,jose.filipe.chavarria+dorian.turner@gmail.com.com,1-328-271-2863 x953,Elenor Beier,jose.filipe.chavarria+elenor.beier@gmail.com.com,223-423-9499 x255,Yadira Wisozk,jose.filipe.chavarria+yadira.wisozk@gmail.com.com,667.778.3973 x1920
R139004,2140-4,Hybrid Pro Team Relay,elderly underneath,21:40,2025-03-13,Mose Beer,jose.filipe.chavarria+mose.beer@gmail.com.com,304.954.7580 x661,Dena Wuckert,jose.filipe.chavarria+dena.wuckert@gmail.com.com,1-212-948-7069 x9228,Jaida Dooley,jose.filipe.chavarria+jaida.dooley@gmail.com.com,881-267-9748,Lemuel Schimmel,jose.filipe.chavarria+lemuel.schimmel@gmail.com.com,(472) 914-9396 x33219
R139005,2140-5,Hybrid Pro Team Relay,elderly underneath,21:40,2025-03-13,Madilyn Bins,jose.filipe.chavarria+madilyn.bins@gmail.com.com,646.605.6047 x43962,Omer Hartmann,jose.filipe.chavarria+omer.hartmann@gmail.com.com,506.833.4792 x4318,Christian Hane,jose.filipe.chavarria+christian.hane@gmail.com.com,(969) 875-9849 x9437,Malinda Hayes,jose.filipe.chavarria+malinda.hayes@gmail.com.com,(915) 358-8290 x73025
R139006,2140-6,Hybrid Pro Team Relay,elderly underneath,21:40,2025-03-13,Dana Bernier,jose.filipe.chavarria+dana.bernier@gmail.com.com,(402) 976-4760 x0474,Keegan Olson,jose.filipe.chavarria+keegan.olson@gmail.com.com,(872) 758-2596 x84879,Luigi Ziemann,jose.filipe.chavarria+luigi.ziemann@gmail.com.com,(706) 526-2872 x88474,Lottie Botsford,jose.filipe.chavarria+lottie.botsford@gmail.com.com,1-550-652-4985 x1999
R140000,2200-0,Hybrid Pro Team Relay,appropriate peony,22:00,2025-03-13,Minerva Stark,jose.filipe.chavarria+minerva.stark@gmail.com.com,429-205-9414 x4411,Helmer Cassin,jose.filipe.chavarria+helmer.cassin@gmail.com.com,1-958-928-1142 x93680,Arthur Bartoletti,jose.filipe.chavarria+arthur.bartoletti@gmail.com.com,217-397-0600 x46236,Lemuel Yost,jose.filipe.chavarria+lemuel.yost@gmail.com.com,(975) 704-2132 x018
R140001,2200-1,Hybrid Team Relay,appropriate peony,22:00,2025-03-13,Brionna Deckow,jose.filipe.chavarria+brionna.deckow@gmail.com.com,(587) 435-0829 x32693,Janae McLaughlin,jose.filipe.chavarria+janae.mclaughlin@gmail.com.com,692.367.1294 x0252,Queen Tillman,jose.filipe.chavarria+queen.tillman@gmail.com.com,225.298.0281 x1888,Forrest Little,jose.filipe.chavarria+forrest.little@gmail.com.com,(579) 244-6118 x45228
S140002,2200-2,Hybrid Pro Men,appropriate peony,22:00,2025-03-13,Aurelie Huel,jose.filipe.chavarria+aurelie.huel@gmail.com.com,211-239-4852 x7994,,,,,,,,,
R140003,2200-3,Hybrid Pro Team Relay,appropriate peony,22:00,2025-03-13,Jessie Bailey,jose.filipe.chavarria+jessie.bailey@gmail.com.com,809.230.8819,Stewart Romaguera,jose.filipe.chavarria+stewart.romaguera@gmail.com.com,(665) 812-3617,Angelita Beatty,jose.filipe.chavarria+angelita.beatty@gmail.com.com,1-815-317-5366 x92672,Etha Waelchi,jose.filipe.chavarria+etha.waelchi@gmail.com.com,573.505.6933 x87244
S140004,2200-4,Hybrid Women,appropriate peony,22:00,2025-03-13,Giovanny Kertzmann,jose.filipe.chavarria+giovanny.kertzmann@gmail.com.com,343-800-3312,,,,,,,,,
P140005,2200-5,Hybrid Pro Doubles Women,appropriate peony,22:00,2025-03-13,Evalyn Cartwright-Glover,jose.filipe.chavarria+evalyn.cartwright-glover@gmail.com.com,1-905-624-7693 x64545,Aidan Grady,jose.filipe.chavarria+aidan.grady@gmail.com.com,(637) 421-0927,,,,,,
P141000,2220-0,Hybrid Pro Doubles Mixed,elementary tomatillo,22:20,2025-03-13,Chris Muller,jose.filipe.chavarria+chris.muller@gmail.com.com,(798) 465-2900 x6137,Loyce Mohr,jose.filipe.chavarria+loyce.mohr@gmail.com.com,(715) 614-3650 x189,,,,,,
R141001,2220-1,Hybrid Team Relay,elementary tomatillo,22:20,2025-03-13,Zena Schmidt,jose.filipe.chavarria+zena.schmidt@gmail.com.com,607-881-9774 x31295,Cleora Schamberger,jose.filipe.chavarria+cleora.schamberger@gmail.com.com,616-700-4150 x730,Jamie Kessler,jose.filipe.chavarria+jamie.kessler@gmail.com.com,1-290-887-9979 x83296,Shakira Koelpin,jose.filipe.chavarria+shakira.koelpin@gmail.com.com,473-790-7687 x5081
R141002,2220-2,Hybrid Team Relay,elementary tomatillo,22:20,2025-03-13,Timmy Waelchi,jose.filipe.chavarria+timmy.waelchi@gmail.com.com,687.881.4666 x0174,Van Schneider,jose.filipe.chavarria+van.schneider@gmail.com.com,1-424-592-9693,Evert Nitzsche,jose.filipe.chavarria+evert.nitzsche@gmail.com.com,436.999.0183,Gia Kuhn,jose.filipe.chavarria+gia.kuhn@gmail.com.com,540.555.1791 x59778
S141003,2220-3,Hybrid Women,elementary tomatillo,22:20,2025-03-13,Mae Stracke,jose.filipe.chavarria+mae.stracke@gmail.com.com,1-341-905-2143,,,,,,,,,
P141004,2220-4,Hybrid Doubles Men,elementary tomatillo,22:20,2025-03-13,Alejandrin Johns,jose.filipe.chavarria+alejandrin.johns@gmail.com.com,978.786.9040 x33270,Carolina Prohaska,jose.filipe.chavarria+carolina.prohaska@gmail.com.com,286-531-8385 x529,,,,,,
P141005,2220-5,Hybrid Pro Doubles Mixed,elementary tomatillo,22:20,2025-03-13,Ferne Bednar,jose.filipe.chavarria+ferne.bednar@gmail.com.com,990-413-7140 x86425,Mara Bechtelar,jose.filipe.chavarria+mara.bechtelar@gmail.com.com,(245) 601-2582 x6223,,,,,,
S142000,2240-0,Hybrid Pro Men,insecure meadow,22:40,2025-03-13,Lillie Schmidt,jose.filipe.chavarria+lillie.schmidt@gmail.com.com,813.428.2239,,,,,,,,,
S142001,2240-1,Hybrid Men,insecure meadow,22:40,2025-03-13,Simone Marvin,jose.filipe.chavarria+simone.marvin@gmail.com.com,741-410-0532 x336,,,,,,,,,
S142002,2240-2,Hybrid Pro Women,insecure meadow,22:40,2025-03-13,Frieda Conroy,jose.filipe.chavarria+frieda.conroy@gmail.com.com,476-839-1667 x832,,,,,,,,,
S142003,2240-3,Hybrid Men,insecure meadow,22:40,2025-03-13,Nelle Balistreri,jose.filipe.chavarria+nelle.balistreri@gmail.com.com,363-528-7712 x4083,,,,,,,,,
S142004,2240-4,Hybrid Men,insecure meadow,22:40,2025-03-13,Magdalena Bailey,jose.filipe.chavarria+magdalena.bailey@gmail.com.com,229.900.8943 x01817,,,,,,,,,
R142005,2240-5,Hybrid Pro Team Relay,insecure meadow,22:40,2025-03-13,Laurie Ratke,jose.filipe.chavarria+laurie.ratke@gmail.com.com,1-746-389-0472 x10298,Wiley Purdy,jose.filipe.chavarria+wiley.purdy@gmail.com.com,(965) 957-8565 x2613,Kaley Rogahn,jose.filipe.chavarria+kaley.rogahn@gmail.com.com,981.364.4075 x9549,Joshuah Hyatt,jose.filipe.chavarria+joshuah.hyatt@gmail.com.com,833.219.8432 x234
S143000,2300-0,Hybrid Women,fantastic cake,23:00,2025-03-13,Marie Bashirian,jose.filipe.chavarria+marie.bashirian@gmail.com.com,627-495-5796 x27652,,,,,,,,,
P143001,2300-1,Hybrid Pro Doubles Men,fantastic cake,23:00,2025-03-13,Cordell Metz,jose.filipe.chavarria+cordell.metz@gmail.com.com,1-316-638-7554 x04206,Maymie Hartmann,jose.filipe.chavarria+maymie.hartmann@gmail.com.com,(371) 956-3925 x93912,,,,,,
S143002,2300-2,Hybrid Pro Men,fantastic cake,23:00,2025-03-13,Davon Windler,jose.filipe.chavarria+davon.windler@gmail.com.com,1-361-256-4296 x199,,,,,,,,,
P143003,2300-3,Hybrid Pro Doubles Women,fantastic cake,23:00,2025-03-13,Tyra Schmitt,jose.filipe.chavarria+tyra.schmitt@gmail.com.com,(683) 813-2377 x4412,Katherine Mante,jose.filipe.chavarria+katherine.mante@gmail.com.com,423-622-1426 x6838,,,,,,
S143004,2300-4,Hybrid Pro Men,fantastic cake,23:00,2025-03-13,Annamarie Feeney,jose.filipe.chavarria+annamarie.feeney@gmail.com.com,267.442.1086,,,,,,,,,
S143005,2300-5,Hybrid Pro Men,fantastic cake,23:00,2025-03-13,Randall Bruen,jose.filipe.chavarria+randall.bruen@gmail.com.com,(479) 906-9524 x421,,,,,,,,,
P143006,2300-6,Hybrid Doubles Women,fantastic cake,23:00,2025-03-13,Aryanna Bins-O'Reilly,jose.filipe.chavarria+aryanna.bins-o'reilly@gmail.com.com,934.993.4453 x16191,Bernadine King,jose.filipe.chavarria+bernadine.king@gmail.com.com,628-409-4584 x65709,,,,,,
R143007,2300-7,Hybrid Team Relay,fantastic cake,23:00,2025-03-13,Freda Thiel,jose.filipe.chavarria+freda.thiel@gmail.com.com,804.521.9559 x50083,Alba Steuber,jose.filipe.chavarria+alba.steuber@gmail.com.com,876-669-1049,Annabell Jones,jose.filipe.chavarria+annabell.jones@gmail.com.com,(453) 652-0717 x4614,Allison Pfannerstill,jose.filipe.chavarria+allison.pfannerstill@gmail.com.com,(554) 735-2508 x707
R144000,2320-0,Hybrid Team Relay,better discourse,23:20,2025-03-13,Marlene Weber,jose.filipe.chavarria+marlene.weber@gmail.com.com,458-221-6818 x05347,Rigoberto Mohr,jose.filipe.chavarria+rigoberto.mohr@gmail.com.com,(315) 868-8954 x022,Oda Boyle,jose.filipe.chavarria+oda.boyle@gmail.com.com,1-791-256-6351 x71052,Barry Lakin,jose.filipe.chavarria+barry.lakin@gmail.com.com,(411) 940-4449 x5272
S144001,2320-1,Hybrid Pro Men,better discourse,23:20,2025-03-13,Alysa Runolfsdottir-Nikolaus,jose.filipe.chavarria+alysa.runolfsdottir-nikolaus@gmail.com.com,1-986-834-1197 x65296,,,,,,,,,
P144002,2320-2,Hybrid Pro Doubles Mixed,better discourse,23:20,2025-03-13,Thaddeus Trantow,jose.filipe.chavarria+thaddeus.trantow@gmail.com.com,(470) 982-5665 x7025,Erin Von,jose.filipe.chavarria+erin.von@gmail.com.com,(709) 239-2331,,,,,,
P144003,2320-3,Hybrid Doubles Men,better discourse,23:20,2025-03-13,Destini Deckow-Labadie,jose.filipe.chavarria+destini.deckow-labadie@gmail.com.com,(756) 619-4145 x42874,Loy Schneider,jose.filipe.chavarria+loy.schneider@gmail.com.com,381-618-6703,,,,,,
R144004,2320-4,Hybrid Team Relay,better discourse,23:20,2025-03-13,Melody Wilkinson,jose.filipe.chavarria+melody.wilkinson@gmail.com.com,(307) 499-7818 x90600,Emmett Mante-Davis,jose.filipe.chavarria+emmett.mante-davis@gmail.com.com,(620) 595-6670 x9483,Mekhi Rippin,jose.filipe.chavarria+mekhi.rippin@gmail.com.com,793-603-9854 x34881,Arvilla Boyer,jose.filipe.chavarria+arvilla.boyer@gmail.com.com,1-688-232-6525
P144005,2320-5,Hybrid Doubles Mixed,better discourse,23:20,2025-03-13,Jose Feeney,jose.filipe.chavarria+jose.feeney@gmail.com.com,927.442.4009 x91721,Reta Powlowski,jose.filipe.chavarria+reta.powlowski@gmail.com.com,318.898.9063 x00650,,,,,,
P144006,2320-6,Hybrid Pro Doubles Men,better discourse,23:20,2025-03-13,Karl Mosciski,jose.filipe.chavarria+karl.mosciski@gmail.com.com,508.793.2532 x55348,Nya Spencer,jose.filipe.chavarria+nya.spencer@gmail.com.com,1-544-648-9797 x5762,,,,,,
S145000,2340-0,Hybrid Men,extra-large sand,23:40,2025-03-13,Damaris Wolff,jose.filipe.chavarria+damaris.wolff@gmail.com.com,606.416.5735 x146,,,,,,,,,
P145001,2340-1,Hybrid Doubles Men,extra-large sand,23:40,2025-03-13,Miracle Nicolas,jose.filipe.chavarria+miracle.nicolas@gmail.com.com,1-834-404-5760,Aurore Medhurst,jose.filipe.chavarria+aurore.medhurst@gmail.com.com,(861) 444-9421 x0250,,,,,,
S145002,2340-2,Hybrid Pro Men,extra-large sand,23:40,2025-03-13,Summer Stamm,jose.filipe.chavarria+summer.stamm@gmail.com.com,(340) 983-0650 x22996,,,,,,,,,
R145003,2340-3,Hybrid Pro Team Relay,extra-large sand,23:40,2025-03-13,Brain Murphy,jose.filipe.chavarria+brain.murphy@gmail.com.com,1-891-227-0442 x7624,Lauretta Ondricka,jose.filipe.chavarria+lauretta.ondricka@gmail.com.com,609-326-8741,Robyn Carroll,jose.filipe.chavarria+robyn.carroll@gmail.com.com,628.224.7335 x781,Kaela Herman,jose.filipe.chavarria+kaela.herman@gmail.com.com,1-610-259-6734
R145004,2340-4,Hybrid Pro Team Relay,extra-large sand,23:40,2025-03-13,Dan Gorczany,jose.filipe.chavarria+dan.gorczany@gmail.com.com,(931) 373-1147 x33263,Bradley Jacobs,jose.filipe.chavarria+bradley.jacobs@gmail.com.com,(814) 959-4731 x4053,Augustine Wuckert,jose.filipe.chavarria+augustine.wuckert@gmail.com.com,1-578-275-3522 x780,Hillary McLaughlin-Rice,jose.filipe.chavarria+hillary.mclaughlin-rice@gmail.com.com,(694) 521-8499 x7741
R145005,2340-5,Hybrid Pro Team Relay,extra-large sand,23:40,2025-03-13,Tommie Thompson,jose.filipe.chavarria+tommie.thompson@gmail.com.com,636-694-5728 x534,Elinore Hane,jose.filipe.chavarria+elinore.hane@gmail.com.com,1-262-561-8684,Serena Fisher,jose.filipe.chavarria+serena.fisher@gmail.com.com,1-269-536-1759 x125,Dennis Dach,jose.filipe.chavarria+dennis.dach@gmail.com.com,1-583-609-2303 x94636
R146000,0000-0,Hybrid Pro Team Relay,digital castanet,00:00,2025-03-14,Paolo Abshire,jose.filipe.chavarria+paolo.abshire@gmail.com.com,462-351-8718 x67652,Jaquan Botsford,jose.filipe.chavarria+jaquan.botsford@gmail.com.com,1-301-706-8326 x51368,Bailee Doyle,jose.filipe.chavarria+bailee.doyle@gmail.com.com,376-826-5532,Cielo Harris,jose.filipe.chavarria+cielo.harris@gmail.com.com,938-354-4335
