internalId,dorsal,category,heatName,heatTime,heatDay,name1,email1,contact1,name2,email2,contact2,name3,email3,contact3,name4,email4,contact4
P195007,1620-7,Hybrid Pro Doubles Mixed,mild wafer,16:20,2025-03-14,Emilie Cummerata,jose.filipe.chavarria+emilie.cummerata@gmail.com.com,717-631-7992 x806,Stewart Zieme,jose.filipe.chavarria+stewart.zieme@gmail.com.com,768-803-8295,,,,,,
S196000,1640-0,Hybrid Pro Women,salty scarification,16:40,2025-03-14,Holly Quigley,jose.filipe.chavarria+holly.quigley@gmail.com.com,(357) 503-7604,,,,,,,,,
S196001,1640-1,Hybrid Women,salty scarification,16:40,2025-03-14,Clyde Mosciski,jose.filipe.chavarria+clyde.mosciski@gmail.com.com,971-890-6105 x6566,,,,,,,,,
P196002,1640-2,Hybrid Pro Doubles Men,salty scarification,16:40,2025-03-14,Webster Beer,jose.filipe.chavarria+webster.beer@gmail.com.com,816-292-5334 x6738,Milo Rau,jose.filipe.chavarria+milo.rau@gmail.com.com,755.602.3687 x490,,,,,,
R196003,1640-3,Hybrid Team Relay,salty scarification,16:40,2025-03-14,Ella Corwin,jose.filipe.chavarria+ella.corwin@gmail.com.com,641-361-8888 x58318,Zackary Koepp,jose.filipe.chavarria+zackary.koepp@gmail.com.com,431-877-2619 x541,Talia Mosciski,jose.filipe.chavarria+talia.mosciski@gmail.com.com,(763) 552-7118 x000,Genevieve DuBuque,jose.filipe.chavarria+genevieve.dubuque@gmail.com.com,470-330-4604
P196004,1640-4,Hybrid Pro Doubles Women,salty scarification,16:40,2025-03-14,Pauline Osinski,jose.filipe.chavarria+pauline.osinski@gmail.com.com,294.774.9287 x4993,Unique Predovic,jose.filipe.chavarria+unique.predovic@gmail.com.com,503.713.4331 x02192,,,,,,
P196005,1640-5,Hybrid Doubles Women,salty scarification,16:40,2025-03-14,Lucy Robel,jose.filipe.chavarria+lucy.robel@gmail.com.com,398.862.4015 x477,Walton Ratke,jose.filipe.chavarria+walton.ratke@gmail.com.com,415-262-1124 x84540,,,,,,
P196006,1640-6,Hybrid Doubles Mixed,salty scarification,16:40,2025-03-14,Kaia Kiehn,jose.filipe.chavarria+kaia.kiehn@gmail.com.com,709.900.6868 x598,Fred Orn,jose.filipe.chavarria+fred.orn@gmail.com.com,(714) 590-4449 x1015,,,,,,
S196007,1640-7,Hybrid Pro Men,salty scarification,16:40,2025-03-14,Rosendo Kemmer,jose.filipe.chavarria+rosendo.kemmer@gmail.com.com,900.679.9021 x403,,,,,,,,,
P197000,1700-0,Hybrid Doubles Mixed,little analogy,17:00,2025-03-14,Adah Reynolds,jose.filipe.chavarria+adah.reynolds@gmail.com.com,(939) 542-0292 x3560,Nestor Beahan,jose.filipe.chavarria+nestor.beahan@gmail.com.com,(313) 345-9969 x4670,,,,,,
S197001,1700-1,Hybrid Pro Men,little analogy,17:00,2025-03-14,Clement Barrows,jose.filipe.chavarria+clement.barrows@gmail.com.com,668-487-1550 x68487,,,,,,,,,
P197002,1700-2,Hybrid Doubles Men,little analogy,17:00,2025-03-14,Nelda Zulauf,jose.filipe.chavarria+nelda.zulauf@gmail.com.com,832.534.4739,Charlene Douglas,jose.filipe.chavarria+charlene.douglas@gmail.com.com,(357) 420-8167 x23640,,,,,,
S197003,1700-3,Hybrid Pro Men,little analogy,17:00,2025-03-14,Kelly Shields,jose.filipe.chavarria+kelly.shields@gmail.com.com,1-221-594-4050 x2057,,,,,,,,,
P197004,1700-4,Hybrid Pro Doubles Mixed,little analogy,17:00,2025-03-14,Harvey Koch,jose.filipe.chavarria+harvey.koch@gmail.com.com,792-531-7559,Crystal Vandervort,jose.filipe.chavarria+crystal.vandervort@gmail.com.com,587.231.5389,,,,,,
S197005,1700-5,Hybrid Men,little analogy,17:00,2025-03-14,Adeline Jakubowski,jose.filipe.chavarria+adeline.jakubowski@gmail.com.com,307-969-8304 x228,,,,,,,,,
S197006,1700-6,Hybrid Women,little analogy,17:00,2025-03-14,Bert Reinger,jose.filipe.chavarria+bert.reinger@gmail.com.com,(747) 381-6610,,,,,,,,,
R197007,1700-7,Hybrid Pro Team Relay,little analogy,17:00,2025-03-14,Hunter Collins,jose.filipe.chavarria+hunter.collins@gmail.com.com,(569) 790-4769 x2983,Shawn Koch,jose.filipe.chavarria+shawn.koch@gmail.com.com,615-460-0733 x39015,Irving Terry,jose.filipe.chavarria+irving.terry@gmail.com.com,1-493-533-8561,Shemar Bergnaum,jose.filipe.chavarria+shemar.bergnaum@gmail.com.com,1-328-328-5187
R198000,1720-0,Hybrid Team Relay,ideal rosemary,17:20,2025-03-14,Marcelo Jenkins,jose.filipe.chavarria+marcelo.jenkins@gmail.com.com,(723) 825-4403 x524,Orion O'Keefe,jose.filipe.chavarria+orion.o'keefe@gmail.com.com,306.671.8554 x77043,Antonina Huel,jose.filipe.chavarria+antonina.huel@gmail.com.com,354-460-7466 x811,Crystel Koelpin,jose.filipe.chavarria+crystel.koelpin@gmail.com.com,1-327-899-9513 x55705
S198001,1720-1,Hybrid Pro Women,ideal rosemary,17:20,2025-03-14,Cynthia Rogahn,jose.filipe.chavarria+cynthia.rogahn@gmail.com.com,(202) 965-3053 x69467,,,,,,,,,
R198002,1720-2,Hybrid Pro Team Relay,ideal rosemary,17:20,2025-03-14,Randal Schinner,jose.filipe.chavarria+randal.schinner@gmail.com.com,833.722.6585,Victor Gulgowski-Balistreri,jose.filipe.chavarria+victor.gulgowski-balistreri@gmail.com.com,1-985-492-2194,Pink Purdy,jose.filipe.chavarria+pink.purdy@gmail.com.com,836-262-7132 x60662,Dane Stracke,jose.filipe.chavarria+dane.stracke@gmail.com.com,885-868-0036 x215
S198003,1720-3,Hybrid Pro Men,ideal rosemary,17:20,2025-03-14,Natasha Streich,jose.filipe.chavarria+natasha.streich@gmail.com.com,1-305-793-0993,,,,,,,,,
R198004,1720-4,Hybrid Pro Team Relay,ideal rosemary,17:20,2025-03-14,Ralph Gutkowski,jose.filipe.chavarria+ralph.gutkowski@gmail.com.com,1-969-946-0555 x04244,Glenda Feest,jose.filipe.chavarria+glenda.feest@gmail.com.com,(507) 462-4340 x570,Ransom Raynor,jose.filipe.chavarria+ransom.raynor@gmail.com.com,(492) 358-2362 x349,Augustine Bailey,jose.filipe.chavarria+augustine.bailey@gmail.com.com,232.580.2088
S198005,1720-5,Hybrid Women,ideal rosemary,17:20,2025-03-14,Lina Stracke,jose.filipe.chavarria+lina.stracke@gmail.com.com,(468) 623-8709,,,,,,,,,
P198006,1720-6,Hybrid Doubles Women,ideal rosemary,17:20,2025-03-14,Ubaldo Dicki-Gutkowski,jose.filipe.chavarria+ubaldo.dicki-gutkowski@gmail.com.com,984-219-2629 x247,Henderson Treutel,jose.filipe.chavarria+henderson.treutel@gmail.com.com,(958) 477-2930,,,,,,
S199000,1740-0,Hybrid Pro Women,male chapel,17:40,2025-03-14,Trace Weber,jose.filipe.chavarria+trace.weber@gmail.com.com,1-680-255-8243 x9745,,,,,,,,,
P199001,1740-1,Hybrid Doubles Mixed,male chapel,17:40,2025-03-14,Gustave Doyle,jose.filipe.chavarria+gustave.doyle@gmail.com.com,825.269.5849 x003,Dax Jerde-Boehm,jose.filipe.chavarria+dax.jerde-boehm@gmail.com.com,626-776-7166,,,,,,
R199002,1740-2,Hybrid Pro Team Relay,male chapel,17:40,2025-03-14,Karine Glover,jose.filipe.chavarria+karine.glover@gmail.com.com,658-996-3242 x353,Jordane Keebler,jose.filipe.chavarria+jordane.keebler@gmail.com.com,1-539-979-9251 x10400,Izaiah Ratke,jose.filipe.chavarria+izaiah.ratke@gmail.com.com,605-495-4524 x56636,Breanne Hilpert,jose.filipe.chavarria+breanne.hilpert@gmail.com.com,300.433.3252 x525
S199003,1740-3,Hybrid Men,male chapel,17:40,2025-03-14,Assunta Lang,jose.filipe.chavarria+assunta.lang@gmail.com.com,345.958.3692,,,,,,,,,
R199004,1740-4,Hybrid Team Relay,male chapel,17:40,2025-03-14,Darion Kris,jose.filipe.chavarria+darion.kris@gmail.com.com,635.272.4767,Amos Gerhold,jose.filipe.chavarria+amos.gerhold@gmail.com.com,1-495-298-9787 x51103,Emilie Bins,jose.filipe.chavarria+emilie.bins@gmail.com.com,803.379.3579 x9804,Franco Runolfsson,jose.filipe.chavarria+franco.runolfsson@gmail.com.com,(235) 208-1188 x42083
P199005,1740-5,Hybrid Pro Doubles Women,male chapel,17:40,2025-03-14,Joshuah Lesch,jose.filipe.chavarria+joshuah.lesch@gmail.com.com,429-549-8104,Raven Hyatt,jose.filipe.chavarria+raven.hyatt@gmail.com.com,1-302-281-5861 x22012,,,,,,
S199006,1740-6,Hybrid Men,male chapel,17:40,2025-03-14,Ansley Emmerich,jose.filipe.chavarria+ansley.emmerich@gmail.com.com,651-304-9361 x303,,,,,,,,,
R1100000,1800-0,Hybrid Team Relay,candid essence,18:00,2025-03-14,Bertha Gibson,jose.filipe.chavarria+bertha.gibson@gmail.com.com,567.625.0577 x4767,Kelly Kertzmann,jose.filipe.chavarria+kelly.kertzmann@gmail.com.com,349-343-8380 x939,Loy Von,jose.filipe.chavarria+loy.von@gmail.com.com,746-827-9911 x29707,Alena Swaniawski,jose.filipe.chavarria+alena.swaniawski@gmail.com.com,704.332.1352 x0182
P1100001,1800-1,Hybrid Pro Doubles Women,candid essence,18:00,2025-03-14,Nikita Bartell,jose.filipe.chavarria+nikita.bartell@gmail.com.com,596.433.3285 x0663,Makenna Kunze,jose.filipe.chavarria+makenna.kunze@gmail.com.com,491-405-0895 x1932,,,,,,
S1100002,1800-2,Hybrid Pro Women,candid essence,18:00,2025-03-14,Verona Barton,jose.filipe.chavarria+verona.barton@gmail.com.com,(603) 528-5098 x964,,,,,,,,,
S1100003,1800-3,Hybrid Pro Women,candid essence,18:00,2025-03-14,Olaf Brown,jose.filipe.chavarria+olaf.brown@gmail.com.com,356.997.7308 x840,,,,,,,,,
R1100004,1800-4,Hybrid Pro Team Relay,candid essence,18:00,2025-03-14,Bernita Toy,jose.filipe.chavarria+bernita.toy@gmail.com.com,351.203.8548 x00230,Mckenzie Wilderman,jose.filipe.chavarria+mckenzie.wilderman@gmail.com.com,1-722-678-9126 x38042,Tyrell Leannon,jose.filipe.chavarria+tyrell.leannon@gmail.com.com,1-635-241-0753 x24517,Janie Treutel,jose.filipe.chavarria+janie.treutel@gmail.com.com,751.497.3110
R1100005,1800-5,Hybrid Team Relay,candid essence,18:00,2025-03-14,Niko Mosciski,jose.filipe.chavarria+niko.mosciski@gmail.com.com,(477) 924-3419 x36328,Freda Hilll,jose.filipe.chavarria+freda.hilll@gmail.com.com,(688) 759-0665 x033,Yasmin Kuhic,jose.filipe.chavarria+yasmin.kuhic@gmail.com.com,265-601-3109 x9135,Shaylee Kerluke-Franey,jose.filipe.chavarria+shaylee.kerluke-franey@gmail.com.com,(249) 537-5795 x5950
R1101000,1820-0,Hybrid Team Relay,criminal bandwidth,18:20,2025-03-14,Mike Erdman,jose.filipe.chavarria+mike.erdman@gmail.com.com,937-467-4152 x824,Rollin Stroman,jose.filipe.chavarria+rollin.stroman@gmail.com.com,(285) 538-1574,Darryl Kunze,jose.filipe.chavarria+darryl.kunze@gmail.com.com,1-258-418-5100,Dagmar Leannon,jose.filipe.chavarria+dagmar.leannon@gmail.com.com,1-858-304-4801 x2637
R1101001,1820-1,Hybrid Team Relay,criminal bandwidth,18:20,2025-03-14,Theron Reichel,jose.filipe.chavarria+theron.reichel@gmail.com.com,651-453-2973 x89170,Pierce Ankunding,jose.filipe.chavarria+pierce.ankunding@gmail.com.com,346-582-5977,Viola Parker,jose.filipe.chavarria+viola.parker@gmail.com.com,280.685.7169 x911,Myrtis Rutherford,jose.filipe.chavarria+myrtis.rutherford@gmail.com.com,670.388.3018
S1101002,1820-2,Hybrid Pro Women,criminal bandwidth,18:20,2025-03-14,Stephen Mertz,jose.filipe.chavarria+stephen.mertz@gmail.com.com,1-227-452-1542 x43245,,,,,,,,,
R1101003,1820-3,Hybrid Pro Team Relay,criminal bandwidth,18:20,2025-03-14,Tyler Adams-Willms,jose.filipe.chavarria+tyler.adams-willms@gmail.com.com,646-205-1532 x6816,Nasir Torphy-Macejkovic,jose.filipe.chavarria+nasir.torphy-macejkovic@gmail.com.com,(613) 415-0836 x851,Mavis Greenfelder,jose.filipe.chavarria+mavis.greenfelder@gmail.com.com,223-641-0113 x73323,Lorenza Mante,jose.filipe.chavarria+lorenza.mante@gmail.com.com,1-429-243-4590 x8708
P1101004,1820-4,Hybrid Pro Doubles Mixed,criminal bandwidth,18:20,2025-03-14,Else Beatty,jose.filipe.chavarria+else.beatty@gmail.com.com,737.990.9313 x527,Neha Ruecker,jose.filipe.chavarria+neha.ruecker@gmail.com.com,567.634.5036 x31023,,,,,,
S1101005,1820-5,Hybrid Women,criminal bandwidth,18:20,2025-03-14,Candida Stoltenberg,jose.filipe.chavarria+candida.stoltenberg@gmail.com.com,(873) 918-5800,,,,,,,,,
S1101006,1820-6,Hybrid Pro Men,criminal bandwidth,18:20,2025-03-14,Vena Nikolaus-Schaden,jose.filipe.chavarria+vena.nikolaus-schaden@gmail.com.com,404-543-3493 x41517,,,,,,,,,
P1102000,1840-0,Hybrid Pro Doubles Men,bony dish,18:40,2025-03-14,Roselyn Trantow,jose.filipe.chavarria+roselyn.trantow@gmail.com.com,1-973-361-3616 x55566,Raquel Crist,jose.filipe.chavarria+raquel.crist@gmail.com.com,1-560-657-1193 x814,,,,,,
S1102001,1840-1,Hybrid Pro Men,bony dish,18:40,2025-03-14,Jazmin Borer,jose.filipe.chavarria+jazmin.borer@gmail.com.com,1-984-379-0027,,,,,,,,,
P1102002,1840-2,Hybrid Doubles Women,bony dish,18:40,2025-03-14,Flavie Ratke,jose.filipe.chavarria+flavie.ratke@gmail.com.com,1-608-818-4292 x6989,Afton Schoen,jose.filipe.chavarria+afton.schoen@gmail.com.com,(351) 272-0788 x8977,,,,,,
S1102003,1840-3,Hybrid Women,bony dish,18:40,2025-03-14,Josianne Franecki,jose.filipe.chavarria+josianne.franecki@gmail.com.com,834-807-7890 x995,,,,,,,,,
R1102004,1840-4,Hybrid Team Relay,bony dish,18:40,2025-03-14,Abbigail Weissnat,jose.filipe.chavarria+abbigail.weissnat@gmail.com.com,1-878-864-7461 x9478,Caterina Feil,jose.filipe.chavarria+caterina.feil@gmail.com.com,(497) 899-6124,Kaylee Gleichner,jose.filipe.chavarria+kaylee.gleichner@gmail.com.com,363.762.0596 x3312,Lola Rippin,jose.filipe.chavarria+lola.rippin@gmail.com.com,451-744-8765 x55065
R1102005,1840-5,Hybrid Pro Team Relay,bony dish,18:40,2025-03-14,Demarco Nienow,jose.filipe.chavarria+demarco.nienow@gmail.com.com,710-715-1280 x609,Donny Pouros,jose.filipe.chavarria+donny.pouros@gmail.com.com,(501) 369-2374,Dejon Kessler,jose.filipe.chavarria+dejon.kessler@gmail.com.com,371.530.8027 x128,Tianna Weber,jose.filipe.chavarria+tianna.weber@gmail.com.com,(608) 899-4481 x9105
S1102006,1840-6,Hybrid Men,bony dish,18:40,2025-03-14,Verdie Volkman,jose.filipe.chavarria+verdie.volkman@gmail.com.com,456-714-1350 x28059,,,,,,,,,
S1103000,1900-0,Hybrid Pro Women,agreeable councilman,19:00,2025-03-14,Jameson Wisozk,jose.filipe.chavarria+jameson.wisozk@gmail.com.com,1-976-357-9531 x9059,,,,,,,,,
R1103001,1900-1,Hybrid Team Relay,agreeable councilman,19:00,2025-03-14,Armani Leffler,jose.filipe.chavarria+armani.leffler@gmail.com.com,1-523-741-1948 x455,Ila Kerluke,jose.filipe.chavarria+ila.kerluke@gmail.com.com,1-485-965-8607 x05488,Odessa DuBuque,jose.filipe.chavarria+odessa.dubuque@gmail.com.com,(545) 616-7591,Emory Swaniawski,jose.filipe.chavarria+emory.swaniawski@gmail.com.com,907-979-5605 x8753
S1103002,1900-2,Hybrid Women,agreeable councilman,19:00,2025-03-14,Thalia Hammes,jose.filipe.chavarria+thalia.hammes@gmail.com.com,(522) 753-0930 x518,,,,,,,,,
R1103003,1900-3,Hybrid Team Relay,agreeable councilman,19:00,2025-03-14,Tatum Brakus,jose.filipe.chavarria+tatum.brakus@gmail.com.com,885-870-9475 x458,Merlin Jenkins,jose.filipe.chavarria+merlin.jenkins@gmail.com.com,1-920-663-7852 x467,America Pfeffer,jose.filipe.chavarria+america.pfeffer@gmail.com.com,626-425-3036 x4114,Marisol Stokes,jose.filipe.chavarria+marisol.stokes@gmail.com.com,562.475.4261 x39527
P1103004,1900-4,Hybrid Doubles Women,agreeable councilman,19:00,2025-03-14,Bud Kiehn,jose.filipe.chavarria+bud.kiehn@gmail.com.com,(702) 953-5466,Dayne Toy,jose.filipe.chavarria+dayne.toy@gmail.com.com,751.467.1891,,,,,,
P1103005,1900-5,Hybrid Doubles Men,agreeable councilman,19:00,2025-03-14,Adele Douglas,jose.filipe.chavarria+adele.douglas@gmail.com.com,(526) 427-9326 x71280,Marley Gulgowski,jose.filipe.chavarria+marley.gulgowski@gmail.com.com,(704) 451-1147 x54543,,,,,,
R1104000,1920-0,Hybrid Team Relay,super phrase,19:20,2025-03-14,Alexandre Kuhlman,jose.filipe.chavarria+alexandre.kuhlman@gmail.com.com,656-559-6829,Carleton Howell,jose.filipe.chavarria+carleton.howell@gmail.com.com,(680) 549-9183,Ana Padberg,jose.filipe.chavarria+ana.padberg@gmail.com.com,223.889.4644 x11004,Shanelle Brown,jose.filipe.chavarria+shanelle.brown@gmail.com.com,1-336-485-7047 x64798
P1104001,1920-1,Hybrid Doubles Mixed,super phrase,19:20,2025-03-14,Aimee Schaden,jose.filipe.chavarria+aimee.schaden@gmail.com.com,1-984-366-8002 x0066,Robert Haley,jose.filipe.chavarria+robert.haley@gmail.com.com,308-937-2379 x68003,,,,,,
S1104002,1920-2,Hybrid Women,super phrase,19:20,2025-03-14,Jeanie Brown,jose.filipe.chavarria+jeanie.brown@gmail.com.com,1-948-208-0589 x648,,,,,,,,,
R1104003,1920-3,Hybrid Team Relay,super phrase,19:20,2025-03-14,Celine Erdman,jose.filipe.chavarria+celine.erdman@gmail.com.com,649.568.4219 x605,Madisyn Terry,jose.filipe.chavarria+madisyn.terry@gmail.com.com,759-522-0108 x246,Mohammad Christiansen,jose.filipe.chavarria+mohammad.christiansen@gmail.com.com,1-874-888-9644,Lawrence Feil,jose.filipe.chavarria+lawrence.feil@gmail.com.com,(821) 639-4796 x2264
P1104004,1920-4,Hybrid Pro Doubles Mixed,super phrase,19:20,2025-03-14,Briana Flatley-Murphy,jose.filipe.chavarria+briana.flatley-murphy@gmail.com.com,(981) 214-4060 x3421,Adriana Gerlach,jose.filipe.chavarria+adriana.gerlach@gmail.com.com,742-959-8106 x31528,,,,,,
S1104005,1920-5,Hybrid Men,super phrase,19:20,2025-03-14,Tiffany Lemke,jose.filipe.chavarria+tiffany.lemke@gmail.com.com,(775) 606-7558 x14161,,,,,,,,,
R1104006,1920-6,Hybrid Pro Team Relay,super phrase,19:20,2025-03-14,Liza Morar-Sporer,jose.filipe.chavarria+liza.morar-sporer@gmail.com.com,1-592-362-0740 x9491,Ara Hand,jose.filipe.chavarria+ara.hand@gmail.com.com,1-390-497-3319 x1409,Reagan Schroeder,jose.filipe.chavarria+reagan.schroeder@gmail.com.com,(872) 763-7606 x7071,Vivien Mann,jose.filipe.chavarria+vivien.mann@gmail.com.com,882-828-2688
P1104007,1920-7,Hybrid Pro Doubles Men,super phrase,19:20,2025-03-14,Braden Schuster,jose.filipe.chavarria+braden.schuster@gmail.com.com,317.467.1432 x43536,Janis Pouros,jose.filipe.chavarria+janis.pouros@gmail.com.com,471.854.7726 x83323,,,,,,
P1105000,1940-0,Hybrid Pro Doubles Women,ornate taxicab,19:40,2025-03-14,Kellen Smitham,jose.filipe.chavarria+kellen.smitham@gmail.com.com,(921) 262-1990 x381,Rudolph Schowalter,jose.filipe.chavarria+rudolph.schowalter@gmail.com.com,606-451-3392 x15671,,,,,,
R1105001,1940-1,Hybrid Team Relay,ornate taxicab,19:40,2025-03-14,Alyson Gibson,jose.filipe.chavarria+alyson.gibson@gmail.com.com,828.304.3299 x606,Sylvan Friesen,jose.filipe.chavarria+sylvan.friesen@gmail.com.com,(278) 967-3836 x8105,Elsa Will,jose.filipe.chavarria+elsa.will@gmail.com.com,514.981.5861,Edward Jacobs,jose.filipe.chavarria+edward.jacobs@gmail.com.com,(237) 673-4405 x4114
P1105002,1940-2,Hybrid Doubles Men,ornate taxicab,19:40,2025-03-14,Kira Stiedemann,jose.filipe.chavarria+kira.stiedemann@gmail.com.com,(596) 372-7956 x8921,Reta Stamm,jose.filipe.chavarria+reta.stamm@gmail.com.com,662.938.7787 x254,,,,,,
P1105003,1940-3,Hybrid Doubles Men,ornate taxicab,19:40,2025-03-14,Matilda Abbott,jose.filipe.chavarria+matilda.abbott@gmail.com.com,1-602-490-0164 x6648,Jarod Parker,jose.filipe.chavarria+jarod.parker@gmail.com.com,1-221-697-2449 x9072,,,,,,
S1105004,1940-4,Hybrid Women,ornate taxicab,19:40,2025-03-14,Jude Koch,jose.filipe.chavarria+jude.koch@gmail.com.com,(349) 452-2408 x8990,,,,,,,,,
S1105005,1940-5,Hybrid Pro Men,ornate taxicab,19:40,2025-03-14,Jedediah Keeling,jose.filipe.chavarria+jedediah.keeling@gmail.com.com,511-834-2906 x1986,,,,,,,,,
P1105006,1940-6,Hybrid Doubles Mixed,ornate taxicab,19:40,2025-03-14,Tristin Emmerich-Kemmer,jose.filipe.chavarria+tristin.emmerich-kemmer@gmail.com.com,338-928-9807,Angelita White,jose.filipe.chavarria+angelita.white@gmail.com.com,769.210.0531 x0394,,,,,,
R1105007,1940-7,Hybrid Pro Team Relay,ornate taxicab,19:40,2025-03-14,Lavon Nienow,jose.filipe.chavarria+lavon.nienow@gmail.com.com,425-644-6762 x610,Rupert Conn,jose.filipe.chavarria+rupert.conn@gmail.com.com,662-283-2219,Floyd Cassin,jose.filipe.chavarria+floyd.cassin@gmail.com.com,(440) 455-2732 x91909,Tracey Purdy,jose.filipe.chavarria+tracey.purdy@gmail.com.com,999.719.9903
S1106000,2000-0,Hybrid Women,far cafe,20:00,2025-03-14,Fabiola D'Amore,jose.filipe.chavarria+fabiola.d'amore@gmail.com.com,1-462-952-1433 x31912,,,,,,,,,
R1106001,2000-1,Hybrid Team Relay,far cafe,20:00,2025-03-14,Rocky O'Reilly,jose.filipe.chavarria+rocky.o'reilly@gmail.com.com,993-429-5243 x19289,Claudie Herzog,jose.filipe.chavarria+claudie.herzog@gmail.com.com,1-666-689-3471 x3588,Dannie Kohler,jose.filipe.chavarria+dannie.kohler@gmail.com.com,957-241-5895 x2800,Haley Funk,jose.filipe.chavarria+haley.funk@gmail.com.com,(240) 800-1480 x70903
S1106002,2000-2,Hybrid Pro Men,far cafe,20:00,2025-03-14,Clara Swift,jose.filipe.chavarria+clara.swift@gmail.com.com,216.695.1380 x7279,,,,,,,,,
S1106003,2000-3,Hybrid Men,far cafe,20:00,2025-03-14,Eliseo White,jose.filipe.chavarria+eliseo.white@gmail.com.com,1-439-747-8868,,,,,,,,,
R1106004,2000-4,Hybrid Pro Team Relay,far cafe,20:00,2025-03-14,Sherwood Grimes,jose.filipe.chavarria+sherwood.grimes@gmail.com.com,258-866-1515 x08608,Reuben Corwin,jose.filipe.chavarria+reuben.corwin@gmail.com.com,(217) 404-1716,Darby Kunde,jose.filipe.chavarria+darby.kunde@gmail.com.com,1-917-208-0175,Xander Durgan,jose.filipe.chavarria+xander.durgan@gmail.com.com,702.622.1986 x52017
P1106005,2000-5,Hybrid Doubles Mixed,far cafe,20:00,2025-03-14,Eleanore Rohan,jose.filipe.chavarria+eleanore.rohan@gmail.com.com,978-938-4705,Adelbert O'Connell,jose.filipe.chavarria+adelbert.o'connell@gmail.com.com,486.310.3738 x80759,,,,,,
P1106006,2000-6,Hybrid Doubles Mixed,far cafe,20:00,2025-03-14,Felicita Cronin,jose.filipe.chavarria+felicita.cronin@gmail.com.com,590-474-3023 x784,Jamal Maggio,jose.filipe.chavarria+jamal.maggio@gmail.com.com,1-290-578-0727 x270,,,,,,
R1107000,2020-0,Hybrid Pro Team Relay,annual defendant,20:20,2025-03-14,Rashad Cummerata,jose.filipe.chavarria+rashad.cummerata@gmail.com.com,1-778-973-6701 x77157,Telly Hirthe,jose.filipe.chavarria+telly.hirthe@gmail.com.com,850.443.7535 x99006,Ines Goyette,jose.filipe.chavarria+ines.goyette@gmail.com.com,676-602-3607 x597,Waylon Swift,jose.filipe.chavarria+waylon.swift@gmail.com.com,1-538-988-9657 x23910
P1107001,2020-1,Hybrid Pro Doubles Mixed,annual defendant,20:20,2025-03-14,Brennon MacGyver,jose.filipe.chavarria+brennon.macgyver@gmail.com.com,458.583.6109 x38615,Hilda Abbott,jose.filipe.chavarria+hilda.abbott@gmail.com.com,549.819.9593 x680,,,,,,
P1107002,2020-2,Hybrid Doubles Women,annual defendant,20:20,2025-03-14,Fay Marquardt,jose.filipe.chavarria+fay.marquardt@gmail.com.com,315.746.9461 x74134,Kayli Schneider,jose.filipe.chavarria+kayli.schneider@gmail.com.com,1-399-379-6260 x433,,,,,,
P1107003,2020-3,Hybrid Pro Doubles Mixed,annual defendant,20:20,2025-03-14,Maia Kub,jose.filipe.chavarria+maia.kub@gmail.com.com,1-782-863-2717 x9941,Rebeca Kunde,jose.filipe.chavarria+rebeca.kunde@gmail.com.com,428-549-7363 x2585,,,,,,
P1107004,2020-4,Hybrid Doubles Mixed,annual defendant,20:20,2025-03-14,Chelsey Wisoky,jose.filipe.chavarria+chelsey.wisoky@gmail.com.com,1-331-802-3890 x0487,Jairo Kris,jose.filipe.chavarria+jairo.kris@gmail.com.com,(878) 987-9856 x10253,,,,,,
S1107005,2020-5,Hybrid Pro Women,annual defendant,20:20,2025-03-14,Marvin Haag,jose.filipe.chavarria+marvin.haag@gmail.com.com,(502) 472-5055 x046,,,,,,,,,
R1107006,2020-6,Hybrid Pro Team Relay,annual defendant,20:20,2025-03-14,Jamie Cummerata-Hoppe,jose.filipe.chavarria+jamie.cummerata-hoppe@gmail.com.com,253-443-6081 x54868,Dudley Hand,jose.filipe.chavarria+dudley.hand@gmail.com.com,(335) 418-6570 x88783,Jess Toy,jose.filipe.chavarria+jess.toy@gmail.com.com,838-801-8162 x067,Sedrick McCullough,jose.filipe.chavarria+sedrick.mccullough@gmail.com.com,379.314.3538 x12660
S1107007,2020-7,Hybrid Pro Men,annual defendant,20:20,2025-03-14,Ellie Lebsack,jose.filipe.chavarria+ellie.lebsack@gmail.com.com,1-263-302-3975,,,,,,,,,
S1108000,2040-0,Hybrid Pro Men,selfish jogging,20:40,2025-03-14,Adelle Wolf,jose.filipe.chavarria+adelle.wolf@gmail.com.com,973.912.9628 x9406,,,,,,,,,
R1108001,2040-1,Hybrid Team Relay,selfish jogging,20:40,2025-03-14,Trycia Grimes,jose.filipe.chavarria+trycia.grimes@gmail.com.com,1-384-321-3683 x311,Hans Rosenbaum,jose.filipe.chavarria+hans.rosenbaum@gmail.com.com,1-639-847-8641 x558,Caden Fay-Marquardt,jose.filipe.chavarria+caden.fay-marquardt@gmail.com.com,(402) 788-7338 x4875,Marcelo Bashirian,jose.filipe.chavarria+marcelo.bashirian@gmail.com.com,1-513-834-8578 x5944
P1108002,2040-2,Hybrid Pro Doubles Women,selfish jogging,20:40,2025-03-14,Damaris Harris,jose.filipe.chavarria+damaris.harris@gmail.com.com,463-819-5793 x317,Jane Spencer,jose.filipe.chavarria+jane.spencer@gmail.com.com,866.752.1589 x8918,,,,,,
S1108003,2040-3,Hybrid Men,selfish jogging,20:40,2025-03-14,Hal Lang,jose.filipe.chavarria+hal.lang@gmail.com.com,(924) 256-9226,,,,,,,,,
